<<<<<<< HEAD
1 479.151 260.352  1 23.318 230.971  1 24.2492 225.586 
1 33.0024 257.704  1 146.878 148.847  1 146.348 147.182 
1 64.1811 200.565  1 182.279 132.369  1 181.477 131.475 
1 82.2161 166.956  1 183.266 201.754  1 182.135 196.819 
1 80.1661 182.637  1 219.234 143.567  1 218.195 141.963 
1 109.357 185.62  1 217.19 119.783  1 216.25 119.468 
1 135.198 173.72  1 479.881 258.869  1 477.807 258.067 
1 159.697 137.933  1 27.6967 167.829  1 28.872 166.059 
1 163.49 171.08  1 25.1221 246.176  1 25.9163 239.945 
1 181.377 171.571  1 59.8568 227.718  1 60.2471 222.174 
1 217.901 139.486  1 29.5848 260.258  1 30.2057 253.236 
1 418.192 180.921  1 71.3313 135.635  1 72.0184 135.448 
1 427.706 229.278  1 105.466 122.583  1 105.72 122.891 
1 417.82 248.507  1 94.0197 153.174  1 94.2422 151.739 
1 453.299 175.649  1 81.7732 216.548  1 81.8541 211.395 
1 445.15 231.575  1 121.216 212.36  1 120.663 207.022 
1 188.034 184.075  1 122.599 164.962  1 122.288 162.496 
2.10535e-314 1.2762e-303 2.36934e-307  1 151.61 120.421  1 151.225 120.469 
0 2.122e-314 -7.84591e+298  1 209.233 105.801  1 208.424 106.266 
1 14.4315 163.86  1 194.304 141.82  1 193.359 140.316 
1 31.2186 156.589  1 177.166 187.738  1 176.106 183.57 
1 117.396 176.966  1 248.555 69.8648  1 248.007 72.0649 
1 149.165 163.771  1 396.077 132.165  1 396.079 134.772 
1 176.371 135.76  1 431.161 140.089  1 430.852 143.176 
1 203.95 120.431  1 381.448 173.323  1 381.638 174.145 
1 248.811 48.6294  1 389.378 216.783  1 389.269 216.143 
1 261.327 29.6492  1 395.602 177.98  1 395.696 178.997 
1 15.2799 180.088  1 412.643 164.632  1 412.564 166.502 
1 31.9082 207.816  1 441.337 221.59  1 440.435 221.784 
=======
1 35.3668 174.175  1 60.3994 204.219  1 60.914 200.016 
1 54.1306 161.773  1 72.4136 187.649  1 72.8044 184.309 
1 135.182 192.181  1 106.776 188.935  1 106.561 185.13 
1 165.666 150.747  1 119.983 143.341  1 119.87 142.266 
1 190.349 127.78  1 178.035 118.575  1 177.367 118.523 
1 220.744 119.487  1 178.241 93.5952  1 177.786 94.956 
1 267.427 42.7365  1 156.319 160.648  1 155.591 158.176 
1 276.742 13.2325  1 172.87 235.261  1 171.717 228.604 
1 20.5105 199.124  1 200.604 80.0727  1 200.092 81.9602 
1 50.2088 210.669  1 230.518 64.2749  1 230.035 66.7723 
1 77.0499 128.499  1 259.081 45.5756  1 258.724 49.0014 
1 155.902 97.0702  1 286.451 41.5102  1 286.138 45.3589 
1 213.286 79.4878  1 215.432 92.9689  1 214.705 94.0812 
1 239.097 60.0235  1 240.188 143.794  1 239.185 142.318 
1 173.624 213.971  1 256.167 114.016  1 255.31 114.146 
1 181.905 116.922  1 240.495 103.365  1 239.637 103.915 
1 189.097 97.5873  1 268.759 22.7574  1 268.554 27.376 
1 218.56 91.5988  1 440.811 247.615  1 439.57 246.705 
1 237.171 145.496  1 409.301 193.772  1 409.179 194.51 
1 288.013 52.505  1 426.401 226.045  1 425.708 225.808 
1 295.964 88.8178  1 436.964 176.829  1 436.51 178.708 
1 382.295 232.536  1 444.621 206.105  1 443.833 206.977 
1 441.161 185.079  1 15.1129 191.058  1 16.3757 188.01 
1 464.509 204.391  1 35.2343 216.814  1 36.0842 212.124 
1 447.802 249.061  1 51.0262 184.904  1 51.7862 181.944 
1 454.883 220.237  1 79.1032 170.676  1 79.4685 168.305 
1 480.666 246.133  1 166.838 173.869  1 165.919 170.533 
1 60.8477 221.128  1 201.774 172.026  1 200.68 168.789 
1 86.0875 199.092  1 265.343 77.0269  1 264.768 78.9749 
1 157.924 114.146  1 294.95 77.8417  1 294.511 80.1403 
1 247.033 24.888  1 200.267 202.665  1 199.105 197.788 
1 389.999 159.002  1 219.825 168.248  1 218.738 165.327 
1 403.997 249.738  1 402.399 246.552  1 401.765 244.942 
1 35.1376 221.109  1 403.415 216.813  1 403.17 216.507 
1 122.611 126.268  1 416.867 246.003  1 416.048 244.729 
1 192.618 64.5449  1 438.536 263.487  1 437.106 261.834 
1 139.765 226.086  1 471.135 271.193  1 469.054 269.717 
1 127.991 152.043  1 429.02 154.626  1 428.735 157.166 
1 204.295 135.144  1 455.051 175.677  1 454.308 177.884 
1 221.34 159.183  1 463.2 206.639  1 462.064 207.759 
1 247.396 118.928  1 477.959 238.189  1 476.178 238.245 
1 275.891 69.1787  1 43.9584 156.299  1 44.9456 155.101 
1 370.055 201.401  1 120.349 229.498  1 119.757 223.239 
1 374.188 142.189  1 129.436 192.629  1 128.848 188.375 
1 426.098 142.239  1 230.556 39.2737  1 230.301 43.0269 
1 462.848 268.441  1 356.967 188.555  1 357.12 188.108 
1 100.194 165.743  1 375.679 225.026  1 375.546 223.666 
1 129.65 205.685  1 146.472 98.8447  1 146.328 100.182 
1 216.144 105.794  1 185.966 62.7348  1 185.731 65.6446 
1 232.437 114.544  1 153.56 213.32  1 152.589 207.745 
1 266.96 57.3381  1 368.367 156.383  1 368.548 157.441 
1 402.177 176.708  1 31.4667 192.019  1 32.4963 188.805 
1 479.151 260.352  1 23.318 230.971  1 24.2492 225.586 
1 33.0024 257.704  1 146.878 148.847  1 146.348 147.182 
1 64.1811 200.565  1 182.279 132.369  1 181.477 131.475 
1 82.2161 166.956  1 183.266 201.754  1 182.135 196.819 
1 80.1661 182.637  1 219.234 143.567  1 218.195 141.963 
1 109.357 185.62  1 217.19 119.783  1 216.25 119.468 
1 135.198 173.72  1 479.881 258.869  1 477.807 258.067 
1 159.697 137.933  1 27.6967 167.829  1 28.872 166.059 
1 163.49 171.08  1 25.1221 246.176  1 25.9163 239.945 
1 181.377 171.571  1 59.8568 227.718  1 60.2471 222.174 
1 217.901 139.486  1 29.5848 260.258  1 30.2057 253.236 
1 418.192 180.921  1 71.3313 135.635  1 72.0184 135.448 
1 427.706 229.278  1 105.466 122.583  1 105.72 122.891 
1 417.82 248.507  1 94.0197 153.174  1 94.2422 151.739 
1 453.299 175.649  1 81.7732 216.548  1 81.8541 211.395 
1 445.15 231.575  1 121.216 212.36  1 120.663 207.022 
1 188.034 184.075  1 122.599 164.962  1 122.288 162.496 
2.10535e-314 1.2762e-303 2.36934e-307  1 151.61 120.421  1 151.225 120.469 
0 2.122e-314 -7.84591e+298  1 209.233 105.801  1 208.424 106.266 
1 14.4315 163.86  1 194.304 141.82  1 193.359 140.316 
1 31.2186 156.589  1 177.166 187.738  1 176.106 183.57 
1 117.396 176.966  1 248.555 69.8648  1 248.007 72.0649 
1 149.165 163.771  1 396.077 132.165  1 396.079 134.772 
1 176.371 135.76  1 431.161 140.089  1 430.852 143.176 
1 203.95 120.431  1 381.448 173.323  1 381.638 174.145 
1 248.811 48.6294  1 389.378 216.783  1 389.269 216.143 
1 261.327 29.6492  1 395.602 177.98  1 395.696 178.997 
1 15.2799 180.088  1 412.643 164.632  1 412.564 166.502 
1 31.9082 207.816  1 441.337 221.59  1 440.435 221.784 
>>>>>>> 88dd4f4ac7eb6f5ae758552b04c47df241263be0
